Date,Price,Open,High,Low,Vol.,Change %,Volume
11/21/2019,214.49,231.92,232.82,208.19,0.39K,-7.52%,390
11/20/2019,231.92,233.26,235.02,229.64,0.12K,-0.57%,120
11/19/2019,233.26,235.69,235.76,227.46,0.16K,-1.03%,160
11/18/2019,235.69,242.61,243.35,230.9,0.34K,-2.85%,340
11/17/2019,242.61,242.2,246,239.59,0.06K,0.17%,60
11/16/2019,242.2,238.18,242.78,236.99,0.03K,1.69%,30
11/15/2019,238.18,245.23,245.23,235.16,0.12K,-2.45%,120
11/14/2019,244.15,248.11,249.41,242.69,0.28K,-1.60%,280
11/13/2019,248.11,246.99,249.55,244.78,0.07K,0.45%,70
11/12/2019,246.99,243.46,246.99,241,0.13K,1.45%,130
11/11/2019,243.46,250.46,251.21,243.06,0.11K,-2.79%,110
11/10/2019,250.46,246.41,251.73,243.58,0.18K,1.64%,180
11/9/2019,246.41,243.3,246.44,242.6,0.10K,1.28%,100
11/8/2019,243.3,246.41,247.94,240,0.12K,-1.26%,120
11/7/2019,246.41,253.5,254.12,244,0.14K,-2.80%,140
11/6/2019,253.5,248.24,253.85,246.21,0.17K,2.12%,170
11/5/2019,248.24,244.28,251.65,241.06,0.22K,1.62%,220
11/4/2019,244.28,240.25,247.32,236.41,0.30K,1.68%,300
11/3/2019,240.25,241.22,243.44,236.86,0.05K,-0.40%,50
11/2/2019,241.22,242.1,245.11,240.6,0.07K,-0.36%,70
11/1/2019,242.1,241.44,242.93,233,0.28K,0.27%,280
10/31/2019,241.44,242.32,250,236.33,0.34K,-0.36%,340
10/30/2019,242.32,250.81,252.87,237.1,0.14K,-3.39%,140
10/29/2019,250.81,239.25,252.72,238,0.14K,4.83%,140
10/28/2019,239.25,242.9,247.43,237.15,0.28K,-1.50%,280
10/27/2019,242.9,236.28,245,232.7,0.31K,2.80%,310
10/26/2019,236.28,239.21,259.64,228.14,0.79K,-1.22%,790
10/25/2019,239.21,211.65,244.86,211.39,0.32K,13.02%,320
10/24/2019,211.65,214,214.44,209.83,0.21K,-0.92%,210
10/23/2019,213.61,226.84,226.84,204.08,0.40K,-5.83%,400
10/22/2019,226.84,229.64,232.22,226,0.15K,-1.22%,150
10/21/2019,229.64,231.93,233.51,226,0.22K,-0.99%,220
10/20/2019,231.93,228.18,232.1,225.52,0.07K,1.64%,70
10/19/2019,228.18,229.85,230.8,225.56,0.05K,-0.73%,50
10/18/2019,229.85,235.43,235.43,224.94,0.19K,-2.37%,190
10/17/2019,235.43,233.06,237.49,230.18,0.13K,1.02%,130
10/16/2019,233.06,237.8,239.04,227.96,0.38K,-1.99%,380
10/15/2019,237.8,248.6,249.62,236.06,0.08K,-4.34%,80
10/14/2019,248.6,240.83,249.51,240.18,0.10K,3.23%,100
10/13/2019,240.83,240.33,246.98,238,0.09K,0.21%,90
10/12/2019,240.33,239.03,244.34,237.1,0.08K,0.54%,80
10/11/2019,239.03,255,261.92,238.73,0.23K,-6.26%,230
10/10/2019,255,260.35,260.87,237.85,0.39K,-2.05%,390
10/9/2019,260.35,242.16,261.22,234.02,0.53K,7.51%,530
10/8/2019,242.16,243.11,247.19,238.95,0.06K,-0.39%,60
10/7/2019,243.11,228.15,244.18,225.45,0.19K,6.56%,190
10/6/2019,228.15,236.59,237.68,225,0.16K,-3.57%,160
10/5/2019,236.59,237.14,237.14,231.58,0.20K,0.08%,200
10/4/2019,236.4,235.7,239.42,231.2,0.09K,0.30%,90
10/3/2019,235.7,241.05,241.78,227.61,0.54K,-2.22%,540
10/2/2019,241.05,234.77,241.51,232,0.09K,2.67%,90
10/1/2019,234.77,239.5,245,228.27,0.43K,-1.97%,430
9/30/2019,239.5,226.7,239.5,216.92,0.26K,5.65%,260
9/29/2019,226.7,230.28,231.18,220,0.07K,-1.55%,70
9/28/2019,230.28,232.6,233.49,224.84,0.13K,-0.60%,130
9/27/2019,231.67,221.53,234,214.73,0.16K,4.58%,160
9/26/2019,221.53,225.75,226.34,203.9,0.22K,-1.87%,220
9/25/2019,225.75,221.78,231.6,217.45,0.22K,1.79%,220
9/24/2019,221.78,268.14,298.95,210.98,1.56K,-17.29%,1560
9/23/2019,268.14,280,280.48,266.77,0.18K,-4.24%,180
9/22/2019,280,287.43,287.43,275,0.07K,-2.58%,70
9/21/2019,287.43,287.24,294,282.34,0.06K,0.07%,60
9/20/2019,287.24,294.44,294.44,283.28,0.23K,-2.45%,230
9/19/2019,294.44,278.46,296.14,268.75,0.42K,5.74%,420
9/18/2019,278.46,275,287.44,273.58,0.26K,1.26%,260
9/17/2019,275,261.59,284.1,259.11,0.25K,5.31%,250
9/16/2019,261.14,250.11,263.17,248.6,0.20K,4.41%,200
9/15/2019,250.11,248.77,252,246.68,0.10K,0.04%,100
9/14/2019,250,239.42,250,238,0.21K,4.42%,210
9/13/2019,239.42,236.76,239.42,233.88,0.14K,1.12%,140
9/12/2019,236.76,234.63,239.55,233.13,0.14K,0.91%,140
9/11/2019,234.63,237.01,239.07,230,0.26K,-1.00%,260
9/10/2019,237.01,236.8,241.5,233,0.14K,0.09%,140
9/9/2019,236.8,239.38,241.5,232.2,0.44K,-1.08%,440
9/8/2019,239.38,234.47,243.5,234,0.09K,2.09%,90
9/7/2019,234.47,223.64,238.14,222.36,0.26K,4.84%,260
9/6/2019,223.64,230.58,233.56,215.88,0.29K,-3.01%,290
9/5/2019,230.58,231.09,231.58,220,0.57K,0.25%,570
9/4/2019,230,236.62,237.96,227.62,0.56K,-2.80%,560
9/3/2019,236.62,238.94,244.53,220,0.45K,-0.89%,450
9/2/2019,238.75,228.55,240.15,227.94,0.16K,4.46%,160
9/1/2019,228.55,229.91,231.28,224.71,0.08K,-0.59%,80
8/31/2019,229.91,225.18,232.19,222.29,0.16K,2.10%,160
8/30/2019,225.18,225.4,226,220.24,0.21K,-0.10%,210
8/29/2019,225.4,230.89,231.27,217.78,0.22K,-2.38%,220
8/28/2019,230.89,249.3,250.33,223.24,0.75K,-7.38%,750
8/27/2019,249.3,248.18,250.13,243.59,0.14K,0.45%,140
8/26/2019,248.18,249.11,255.48,247,0.24K,-0.37%,240
8/25/2019,249.11,254.86,256.03,244.16,0.24K,-2.26%,240
8/24/2019,254.86,259.92,259.92,248,0.10K,-1.95%,100
8/23/2019,259.92,254.44,261.09,250.78,0.10K,2.15%,100
8/22/2019,254.44,247.1,259.54,242.92,0.11K,2.97%,110
8/21/2019,247.1,262.41,262.83,240.73,0.44K,-5.83%,440
8/20/2019,262.41,270,270,259.94,0.07K,-2.81%,70
8/19/2019,270,258.46,270,254.18,0.20K,4.46%,200
8/18/2019,258.46,247.73,263.45,243.56,0.12K,4.33%,120
8/17/2019,247.73,248.08,248.08,241.79,0.05K,-0.14%,50
8/16/2019,248.08,250.25,252.51,240,0.18K,-1.75%,180
8/15/2019,252.51,247.44,257.2,232,0.20K,2.05%,200
8/14/2019,247.44,275.38,277.96,241.84,0.25K,-10.15%,250
8/13/2019,275.38,277.33,279.53,271.34,0.18K,-0.70%,180
8/12/2019,277.33,286.24,286.24,277.33,0.12K,-3.11%,120
8/11/2019,286.24,273.66,293,272.61,0.29K,4.60%,290
8/10/2019,273.66,279.44,283.14,268.3,0.24K,-1.87%,240
8/9/2019,278.88,291.51,293.07,272.17,0.41K,-4.33%,410
8/8/2019,291.51,297.68,299.87,285,0.14K,-2.07%,140
8/7/2019,297.68,294.86,299.92,289.13,0.34K,0.96%,340
8/6/2019,294.86,302,309.98,288.21,0.23K,-2.36%,230
8/5/2019,302,293.69,329.99,293.07,0.63K,2.83%,630
8/4/2019,293.69,291.71,293.69,285,0.14K,0.68%,140
8/3/2019,291.71,285.56,293.66,282.29,0.27K,2.16%,270
8/2/2019,285.54,283.26,289.99,279.6,0.22K,0.80%,220
8/1/2019,283.26,289.61,289.61,279.65,0.15K,-2.19%,150
7/31/2019,289.61,277.74,289.61,277.74,0.21K,4.27%,210
7/30/2019,277.74,278.6,280.66,270.03,0.19K,-0.31%,190
7/29/2019,278.6,279.79,281.91,271.78,0.25K,-0.43%,250
7/28/2019,279.79,273.98,279.79,260.28,0.14K,2.12%,140
7/27/2019,273.98,286.53,294.39,268.01,0.21K,-4.38%,210
7/26/2019,286.53,290.27,291.08,281.21,0.14K,-1.29%,140
7/25/2019,290.27,284.99,295,283.18,0.18K,1.85%,180
7/24/2019,284.99,278.84,285,266.88,0.13K,2.21%,130
7/23/2019,278.84,286.37,289.15,274.07,0.47K,-2.63%,470
7/22/2019,286.37,295.68,299.44,280,0.23K,-3.15%,230
7/21/2019,295.68,300.33,300.68,284.22,0.16K,-1.55%,160
7/20/2019,300.33,288.31,305.95,287.39,0.20K,4.17%,200
7/19/2019,288.31,291,295.02,280,0.28K,-0.92%,280
7/18/2019,291,275.04,298.27,272.4,0.23K,5.80%,230
7/17/2019,275.04,265.6,287.82,255,0.35K,3.55%,350
7/16/2019,265.6,300.66,306.19,251.77,0.72K,-11.66%,720
7/15/2019,300.66,311.24,311.24,280,0.65K,-3.41%,650
7/14/2019,311.27,351.26,355.76,302.01,0.37K,-11.38%,370
7/13/2019,351.26,358.97,363.25,343.68,0.21K,-2.15%,210
7/12/2019,358.97,351.6,364.27,349.08,0.37K,2.31%,370
7/11/2019,350.85,377.92,377.92,344.96,0.37K,-7.16%,370
7/10/2019,377.92,400,411.66,300,0.67K,-5.52%,670
7/9/2019,400,408.93,412.69,393.12,0.33K,-2.18%,330
7/8/2019,408.93,396.62,409,392.2,0.34K,3.10%,340
7/7/2019,396.62,370.21,400,369.81,0.29K,7.13%,290
7/6/2019,370.21,374.93,384.25,370.21,0.25K,-1.26%,250
7/5/2019,374.93,365.63,379.99,361.37,0.18K,2.54%,180
7/4/2019,365.63,382.27,383.34,359.75,0.38K,-4.35%,380
7/3/2019,382.27,377.79,388.65,370.42,0.43K,1.19%,430
7/2/2019,377.79,365.51,382.3,338.77,0.45K,3.36%,450
7/1/2019,365.51,365.03,376.87,350,0.40K,0.13%,400
6/30/2019,365.03,407.48,408.81,365.03,0.18K,-10.42%,180
6/29/2019,407.48,397.61,408.81,374.76,0.23K,2.48%,230
6/28/2019,397.61,382.31,399,375,0.42K,4.00%,420
6/27/2019,382.31,433.25,440,355.13,1.12K,-11.76%,1120
6/26/2019,433.25,415,469.03,405.34,1.49K,4.40%,1490
